source,year,election,measure_text,pdf_url,summary_title,summary_text,has_summary,data_source,description,measure_id,percent_yes,passed,measure_type,topic,decade,century,unified_id
ICPSR,,,Proposition 20,,,,,ICPSR,Coastal Zone Conservation Act,CA699,55.20000076,1.0, Initiative , Environmental Protection | Natural Resources ,,,CA699
ICPSR,,,Proposition 20,,,,,ICPSR,Elected Officials. Disqualification for Libelous or Slanderous Campaign Statements.,CA855,51.90000153,1.0, Legislative Referendum , Ethics/Lobbying/Campaign Finance ,,,CA855
ICPSR,,,Proposition 20,,,,,ICPSR,California State Lottery. Allocation for Instructional Materials. Legislative Initiative Amendment.,CA1085,53.0,1.0, Legislative Referendum , Education: Higher Ed | Education: PreK-12 | Gambling & Lotteries ,,,CA1085
ICPSR,,,Proposition 20,,,,,ICPSR,Redistricting of Congressional Districts. Initiative Constitutional Amendment.,CA1198,61.29999924,1.0, Initiative , Redistricting ,,,CA1198
ICPSR,,,Proposition 200,,,,,ICPSR,No Fault Motor Vehicle Insurance. Tort Liability. Initiative Statute.,CA1027,34.79999924,0.0, Initiative , Insurance ,,,CA1027
ICPSR,,,Proposition 201,,,,,ICPSR,"Attorney Fees, Shareholder Actions, Class Actions. Initiative Statute.",CA1031,40.70000076,0.0, Initiative , Civil & Constitutional Law | Judiciary ,,,CA1031
ICPSR,,,Proposition 202,,,,,ICPSR,"Attorney's Contingency Fees, Limits. Initiative Statute.",CA1034,48.79999924,0.0, Initiative , Civil & Constitutional Law | Judiciary ,,,CA1034
ICPSR,,,Proposition 203,,,,,ICPSR,Public Education Facilities Bond Act of 1996.,CA1045,62.0,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA1045
ICPSR,,,Proposition 204,,,,,ICPSR,"Safe, Clean, Reliable Water Supply Act.",CA1046,62.90000153,1.0, Legislative Referendum , Bond Measures | Natural Resources ,,,CA1046
ICPSR,,,Proposition 205,,,,,ICPSR,Youthful and Adult Offender Local Facilities Bond Act of 1996.,CA1030,40.59999847,0.0, Legislative Referendum , Bond Measures | Criminal Justice | Juvenile Justice ,,,CA1030
ICPSR,,,Proposition 206,,,,,ICPSR,Veterans' Bond Act of 1996,CA1037,53.59999847,1.0, Legislative Referendum , Bond Measures | Military & Veterans Affairs ,,,CA1037
ICPSR,,,Proposition 207,,,,,ICPSR,Attorneys. Fees. Right to Negotiate. Frivolous Lawsuits. Initiative Statute.,CA1026,34.20000076,0.0, Initiative , Civil & Constitutional Law | Judiciary ,,,CA1026
ICPSR,,,Proposition 208,,,,,ICPSR,Campaign Contributions and Spending Limits. Restricts Lobbyists. Initiative Statute.,CA1043,61.29999924,1.0, Initiative , Ethics/Lobbying/Campaign Finance ,,,CA1043
ICPSR,,,Proposition 209,,,,,ICPSR,Prohibition Against Discrimination or Preferential Treatment by State and Other Public Entities. Initiative Constitutional Amendment.,CA1038,54.59999847,1.0, Initiative , Civil & Constitutional Law | Education: Higher Ed | Labor & Employment | Local Government | State Government ,,,CA1038
ICPSR,,,Proposition 21,,,,,ICPSR,Impeachment of State Officers and Judges.,CA5,,0.0, Legislative Referendum , Judiciary | State Government ,,,CA5
ICPSR,,,Proposition 21,,,,,ICPSR,"City and County Consolidation, and Annexation with Consent of Annexed Territory",CA43,43.79999924,0.0, Initiative , Local Government ,,,CA43
ICPSR,,,Proposition 21,,,,,ICPSR,Dentistry,CA106,38.90000153,0.0, Initiative , Health ,,,CA106
ICPSR,,,Proposition 21,,,,,ICPSR,Prohibiting Special Laws,CA152,36.40000153,0.0, Legislative Referendum , Legislatures ,,,CA152
ICPSR,,,Proposition 21,,,,,ICPSR,Political Subdivisions Incurring Indebtedness,CA205,52.70000076,1.0, Legislative Referendum , Local Government ,,,CA205
ICPSR,,,Proposition 21,,,,,ICPSR,Prohibiting Certain Acts with Animals and Use of Certain Instruments to Control Them,CA220,36.90000153,0.0, Initiative , Animal Rights/Hunting & Fishing ,,,CA220
ICPSR,,,Proposition 21,,,,,ICPSR,Reimbursing Counties for Losses from State Taxation,CA247,39.09999847,0.0, Legislative Referendum , Local Government | State Government | Tax & Revenue ,,,CA247
ICPSR,,,Proposition 21,,,,,ICPSR,Eminent Domain,CA314,70.30000305,1.0, Legislative Referendum , Land Use/Property Rights ,,,CA314
ICPSR,,,Proposition 21,,,,,ICPSR,Penal Institutions for Punishment of Female Felons,CA343,50.20000076,1.0, Legislative Referendum , Criminal Justice ,,,CA343
ICPSR,,,Proposition 21,,,,,ICPSR,"Church, Orphanage, and College Tax Exemptions",CA355,36.5,0.0, Legislative Referendum , Education: PreK-12 | Human Services | Tax & Revenue ,,,CA355
ICPSR,,,Proposition 21,,,,,ICPSR,Superior Judges: Vacancies,CA497,70.19999695,1.0, Legislative Referendum , Judiciary ,,,CA497
ICPSR,,,Proposition 21,,,,,ICPSR,School Bonds,CA577,71.80000305,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA577
ICPSR,,,Proposition 21,,,,,ICPSR,Superior Court Judges: Election in Counties Over 5 Million Population,CA606,66.19999695,1.0, Legislative Referendum , Elections | Judiciary ,,,CA606
ICPSR,,,Proposition 21,,,,,ICPSR,Assignment of Students to Schools,CA708,63.09999847,1.0, Initiative , Civil & Constitutional Law | Education: PreK-12 ,,,CA708
ICPSR,,,Proposition 21,,,,,ICPSR,Public Pension Fund Investments.,CA857,53.20000076,1.0, Legislative Referendum , Banking & Financial Services | Labor & Employment | Local Government | State Government ,,,CA857
ICPSR,,,Proposition 21,,,,,ICPSR,Juvenile Crime. Initiative Statute.,CA1093,62.09999847,1.0, Initiative , Criminal Justice | Juvenile Justice ,,,CA1093
ICPSR,,,Proposition 21,,,,,ICPSR,Establishes $18 Annual Vehicle License Surcharge to Help Fund State Parks and Wildlife Programs and Grants Free Admission to All State Parks to Surcharged Vehicles.,CA1190,42.70000076,0.0, Initiative , Budgets | Natural Resources | Tax & Revenue | Transportation ,,,CA1190
ICPSR,,,Proposition 210,,,,,ICPSR,Minimum Wage Increase. Initiative Statute.,CA1044,61.5,1.0, Initiative , Labor & Employment ,,,CA1044
ICPSR,,,Proposition 211,,,,,ICPSR,Attorney-Client Fee Arrangements. Securities Fraud. Lawsuits. Initiative Statute.,CA1025,25.60000038,0.0, Initiative , Banking & Financial Services | Business & Commerce | Judiciary ,,,CA1025
ICPSR,,,Proposition 212,,,,,ICPSR,Spending Limits and Campaign Contributions. Repeals Gift and Honoraria Limits. Restricts Lobbyists. Initiative Statute.,CA1035,49.09999847,0.0, Initiative , Ethics/Lobbying/Campaign Finance ,,,CA1035
ICPSR,,,Proposition 213,,,,,ICPSR,"Limitations on Recovery to Felons, Uninsured Motorists, Drunk Drivers. Initiative Statute.",CA1049,76.90000153,1.0, Initiative , Criminal Justice | Insurance ,,,CA1049
ICPSR,,,Proposition 214,,,,,ICPSR,Health Care. Consumer Protection. Initiative Statute.,CA1033,42.0,0.0, Initiative , Business & Commerce | Health ,,,CA1033
ICPSR,,,Proposition 215,,,,,ICPSR,Medical Use of Marijuana. Initiative Statute.,CA1039,55.59999847,1.0, Initiative , Criminal Justice | Drug/Alcohol/Tobacco Policy | Health ,,,CA1039
ICPSR,,,Proposition 216,,,,,ICPSR,Health Care. Consumer Protection. Taxes on Corporate Restructuring. Initiative Statute.,CA1028,38.70000076,0.0, Initiative , Business & Commerce | Health | Tax & Revenue ,,,CA1028
ICPSR,,,Proposition 217,,,,,ICPSR,Top Income Tax Brackets. Reinstatement. Revenues to Local Agencies. Initiative Statute.,CA1036,49.20000076,0.0, Initiative , Local Government | Tax & Revenue ,,,CA1036
ICPSR,,,Proposition 218,,,,,ICPSR,"Voter Approval for Local Government Taxes. Limitations on Fees, Assessments and Charges. Initiative Constitutional Amendment.",CA1040,56.59999847,1.0, Initiative , Local Government | Tax & Revenue ,,,CA1040
ICPSR,,,Proposition 219,,,,,ICPSR,Ballot Measures: Application. Legislative Constitutional Amendment.,CA1068,67.30000305,1.0, Legislative Referendum , Elections-Initiative Process ,,,CA1068
ICPSR,,,Proposition 22,,,,,ICPSR,Property Tax Exemptions for Military Service.,CA14,,0.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA14
ICPSR,,,Proposition 22,,,,,ICPSR,Land Title Law,CA71,61.5,1.0, Initiative , Land Use/Property Rights ,,,CA71
ICPSR,,,Proposition 22,,,,,ICPSR,Prohibition,CA110,47.40000153,0.0, Initiative , Business & Commerce | Drug/Alcohol/Tobacco Policy ,,,CA110
ICPSR,,,Proposition 22,,,,,ICPSR,Absent Voters,CA160,50.90000153,1.0, Legislative Referendum , Elections ,,,CA160
ICPSR,,,Proposition 22,,,,,ICPSR,Exempting Forest Trees from Taxation,CA213,69.09999847,1.0, Legislative Referendum , Natural Resources | Tax & Revenue ,,,CA213
ICPSR,,,Proposition 22,,,,,ICPSR,Municipal Charter Amendments,CA259,64.19999695,1.0, Legislative Referendum , Local Government ,,,CA259
ICPSR,,,Proposition 22,,,,,ICPSR,Authorizing Agreements by Political Subdivisions for Joint Exercise of Powers,CA306,48.90000153,0.0, Legislative Referendum , Local Government ,,,CA306
ICPSR,,,Proposition 22,,,,,ICPSR,Retail Store License,CA337,43.79999924,0.0, Popular Referendum , Business & Commerce ,,,CA337
ICPSR,,,Proposition 22,,,,,ICPSR,City Charters,CA356,39.29999924,0.0, Legislative Referendum , Local Government ,,,CA356
ICPSR,,,Proposition 22,,,,,ICPSR,Property Tax Statements,CA488,48.59999847,0.0, Legislative Referendum , Tax & Revenue ,,,CA488
ICPSR,,,Proposition 22,,,,,ICPSR,Veterans' Tax Exemption in Housing Project,CA584,33.09999847,0.0, Legislative Referendum , Human Services | Military & Veterans Affairs | Tax & Revenue ,,,CA584
ICPSR,,,Proposition 22,,,,,ICPSR,Agricultural Labor Relations,CA694,42.09999847,0.0, Initiative , Agriculture | Labor & Employment ,,,CA694
ICPSR,,,Proposition 22,,,,,ICPSR,Exempt State Civil Service Position.,CA853,48.0,0.0, Legislative Referendum , Labor & Employment | State Government ,,,CA853
ICPSR,,,Proposition 22,,,,,ICPSR,Limit on Marriages. Initiative Statute.,CA1092,61.40000153,1.0, Initiative , Civil & Constitutional Law ,,,CA1092
ICPSR,,,Proposition 22,,,,,ICPSR,Prohibits the State from Taking Funds Used for Transportation or Local Government Projects and Services. Initiative Constitutional Amendment.,CA1197,60.70000076,1.0, Initiative , Budgets | Local Government | State Government | Tax & Revenue | Transportation ,,,CA1197
ICPSR,,,Proposition 220,,,,,ICPSR,Courts: Superior and Municipal Court Consolidation. Legislative Constitutional Amendment.,CA1067,64.5,1.0, Legislative Referendum , Judiciary ,,,CA1067
ICPSR,,,Proposition 221,,,,,ICPSR,Subordinate Judicial Officers. Discipline. Legislative Constitutional Amendment.,CA1072,81.0,1.0, Legislative Referendum , Judiciary ,,,CA1072
ICPSR,,,Proposition 222,,,,,ICPSR,Murder. Peace Officer Victim. Sentence. Credits.,CA1071,77.09999847,1.0, Legislative Referendum , Criminal Justice ,,,CA1071
ICPSR,,,Proposition 223,,,,,ICPSR,Schools. Spending Limits on Administration. Initiative Statute.,CA1056,45.5,0.0, Initiative , Budgets | Education: PreK-12 ,,,CA1056
ICPSR,,,Proposition 224,,,,,ICPSR,State-Funded Design and Engineering Services. Initiative Constitutional Amendment.,CA1054,38.09999847,0.0, Initiative , State Government ,,,CA1054
ICPSR,,,Proposition 225,,,,,ICPSR,Limiting Congressional Terms. Proposed U.S. Constitutional Amendment.,CA1060,52.90000153,1.0, Initiative , Federal Government | Term Limits ,,,CA1060
ICPSR,,,Proposition 226,,,,,ICPSR,"Political Contributions by Employees, Union Members, Foreign Entities. Initiative Statute.",CA1058,46.59999847,0.0, Initiative , Ethics/Lobbying/Campaign Finance ,,,CA1058
ICPSR,,,Proposition 227,,,,,ICPSR,English Language in Public Schools. Initiative Statute.,CA1064,60.90000153,1.0, Initiative , Civil & Constitutional Law | Education: PreK-12 ,,,CA1064
ICPSR,,,Proposition 23,,,,,ICPSR,Common Carriers. Railroads and Other Transportation.,CA2,,0.0, Legislative Referendum , Transportation ,,,CA2
ICPSR,,,Proposition 23,,,,,ICPSR,"Elections by Plurality, Preferential Vote and Primary",CA45,45.0,0.0, Legislative Referendum , Elections ,,,CA45
ICPSR,,,Proposition 23,,,,,ICPSR,Workmen's Compensation,CA112,50.59999847,1.0, Legislative Referendum , Labor & Employment ,,,CA112
ICPSR,,,Proposition 23,,,,,ICPSR,Deposit of Public Moneys,CA166,59.20000076,1.0, Legislative Referendum , Banking & Financial Services | State Government ,,,CA166
ICPSR,,,Proposition 23,,,,,ICPSR,Election at Primary,CA216,73.80000305,1.0, Legislative Referendum , Elections ,,,CA216
ICPSR,,,Proposition 23,,,,,ICPSR,Constitutional Convention,CA244,31.10000038,0.0, Legislative Referendum , Civil & Constitutional Law ,,,CA244
ICPSR,,,Proposition 23,,,,,ICPSR,Unemployment Relief Bonds,CA316,72.80000305,1.0, Legislative Referendum , Bond Measures | Labor & Employment ,,,CA316
ICPSR,,,Proposition 23,,,,,ICPSR,Public Service Commission,CA325,18.70000076,0.0, Legislative Referendum , Energy & Electric Utilities | State Government ,,,CA325
ICPSR,,,Proposition 23,,,,,ICPSR,Legislative Help,CA350,24.70000076,0.0, Legislative Referendum , Legislatures ,,,CA350
ICPSR,,,Proposition 23,,,,,ICPSR,Description of Property for Assessment,CA485,45.0,0.0, Legislative Referendum , Tax & Revenue ,,,CA485
ICPSR,,,Proposition 23,,,,,ICPSR,Senate Reapportionment,CA594,46.59999847,0.0, Initiative , Redistricting ,,,CA594
ICPSR,,,Proposition 23,,,,,ICPSR,Property Taxation. Seismic Safety Construction Exclusion.,CA858,53.29999924,1.0, Legislative Referendum , Tax & Revenue ,,,CA858
ICPSR,,,Proposition 23,,,,,ICPSR,"""None of the Above"" Ballot Option. Initiative Statute.",CA1078,36.0,0.0, Initiative , Elections ,,,CA1078
ICPSR,,,Proposition 23,,,,,ICPSR,"Suspends Implementation of Air Pollution Control Law (AB 32) Requiring Major Sources of Emissions to Report and Reduce Greenhouse Gas Emissions That Cause Global Warming, Until Unemployment Drops to 5.5 Percent or Less for Full Year.",CA1186,38.40000153,0.0, Initiative , Energy & Electric Utilities | Environmental Protection ,,,CA1186
ICPSR,,,Proposition 24,,,,,ICPSR,Assembly Payroll Expenses,CA32,15.0,0.0, Legislative Referendum , Legislatures ,,,CA32
ICPSR,,,Proposition 24,,,,,ICPSR,Stockholders Liability,CA111,47.5,0.0, Legislative Referendum , Banking & Financial Services ,,,CA111
ICPSR,,,Proposition 24,,,,,ICPSR,Regulating Practice of Law,CA146,26.29999924,0.0, Popular Referendum , Business & Commerce ,,,CA146
ICPSR,,,Proposition 24,,,,,ICPSR,Irritation Districts and Transfer of Funds,CA204,52.40000153,1.0, Legislative Referendum , Agriculture | Local Government ,,,CA204
ICPSR,,,Proposition 24,,,,,ICPSR,Absence of Judicial Officers from State. Authorizing Legislature to Change Number of Superior Judges.,CA251,47.20000076,0.0, Legislative Referendum , Judiciary ,,,CA251
ICPSR,,,Proposition 24,,,,,ICPSR,"Charters of Cities, or Cities and Counties",CA344,52.59999847,1.0, Legislative Referendum , Local Government ,,,CA344
ICPSR,,,Proposition 24,,,,,ICPSR,Leasing State-Owned Tidelands for Oil Drilling,CA346,15.10000038,0.0, Popular Referendum , Environmental Protection | Natural Resources | State Government ,,,CA346
ICPSR,,,Proposition 24,,,,,ICPSR,School Bonds,CA502,76.59999847,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA502
ICPSR,,,Proposition 24,,,,,ICPSR,Subversive Activities,CA591,40.29999924,0.0, Initiative , Civil & Constitutional Law | Criminal Justice ,,,CA591
ICPSR,,,Proposition 24,,,,,ICPSR,"Legislature: Rules, Procedures, Powers, Funding.",CA856,53.09999847,1.0, Initiative , Legislatures ,,,CA856
ICPSR,,,Proposition 24,,,,,ICPSR,Repeals Recent Legislation that Would Allow Businesses to Lower Their Tax Liability. Initiative Statute.,CA1188,41.90000153,0.0, Initiative , Business & Commerce | Tax & Revenue ,,,CA1188
ICPSR,,,Proposition 25,,,,,ICPSR,Adoption and Amendment of Municipal Charters,CA64,55.70000076,1.0, Legislative Referendum , Local Government ,,,CA64
ICPSR,,,Proposition 25,,,,,ICPSR,Eminent Domain,CA105,37.70000076,0.0, Legislative Referendum , Land Use/Property Rights ,,,CA105
ICPSR,,,Proposition 25,,,,,ICPSR,Judges Pro Tempore,CA164,56.79999924,1.0, Legislative Referendum , Judiciary ,,,CA164
ICPSR,,,Proposition 25,,,,,ICPSR,Taxation and Local Assessment Exemption,CA211,64.90000153,1.0, Legislative Referendum , Local Government | Tax & Revenue ,,,CA211
ICPSR,,,Proposition 25,,,,,ICPSR,Suffrage,CA257,60.20000076,1.0, Legislative Referendum , Civil & Constitutional Law | Elections ,,,CA257
ICPSR,,,Proposition 25,,,,,ICPSR,Retirement Life Payments,CA361,44.90000153,0.0, Initiative , Human Services ,,,CA361
ICPSR,,,Proposition 25,,,,,ICPSR,Clean Water Bond Law,CA870,72.90000153,1.0, Legislative Referendum , Bond Measures | Environmental Protection | Natural Resources ,,,CA870
ICPSR,,,Proposition 25,,,,,ICPSR,Election Campaigns. Contributions and Spending Limits. Public Financing. Disclosures. Initiative Statute.,CA1077,34.70000076,0.0, Initiative , Ethics/Lobbying/Campaign Finance ,,,CA1077
ICPSR,,,Proposition 25,,,,,ICPSR,Changes Legislative Vote Requirement to Pass a Budget from Two-Thirds to a Simple Majority. Retains Two-Thirds Vote Requirement for Taxes. Initiative Constitutional Amendment.,CA1196,55.09999847,1.0, Initiative , Budgets | Legislatures ,,,CA1196
ICPSR,,,Proposition 26,,,,,ICPSR,"Legislative Control of Irrigation, Reclamation and Drainage Districts",CA69,60.70000076,1.0, Legislative Referendum , Agriculture | Legislatures | Local Government ,,,CA69
ICPSR,,,Proposition 26,,,,,ICPSR,School Districts,CA168,64.90000153,1.0, Legislative Referendum , Education: PreK-12 | Local Government ,,,CA168
ICPSR,,,Proposition 26,,,,,ICPSR,Giving Appellate Courts Trial Court Powers,CA214,69.40000153,1.0, Legislative Referendum , Judiciary ,,,CA214
ICPSR,,,Proposition 26,,,,,ICPSR,Sunday Closing Law,CA240,17.0,0.0, Initiative , Business & Commerce | Civil & Constitutional Law ,,,CA240
ICPSR,,,Proposition 26,,,,,ICPSR,State School Building Lease-Purchase Bond Law of 1984,CA863,60.70000076,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA863
ICPSR,,,Proposition 26,,,,,ICPSR,"School Facilities. Local Majority Vote. Bonds, Taxes. Initiative Constitutional Amendment and Statute.",CA1083,48.70000076,0.0, Initiative , Bond Measures | Education: PreK-12 | Elections ,,,CA1083
ICPSR,,,Proposition 26,,,,,ICPSR,Requires that Certain State and Local Fees Be Approved by Two-Thirds Vote. Fees Include Those that Address Adverse Impacts on Society or the Environment Caused by Fee-Payer's Business. Initiative Constitutional Amendment.,CA1194,52.5,1.0, Initiative , Elections | Legislatures | Tax & Revenue ,,,CA1194
ICPSR,,,Proposition 27,,,,,ICPSR,County Charters,CA59,53.70000076,1.0, Legislative Referendum , Local Government ,,,CA59
ICPSR,,,Proposition 27,,,,,ICPSR,Initiative,CA154,40.5,0.0, Initiative , Elections-Initiative Process ,,,CA154
ICPSR,,,Proposition 27,,,,,ICPSR,Judicial Council,CA210,64.69999695,1.0, Legislative Referendum , Judiciary ,,,CA210
ICPSR,,,Proposition 27,,,,,ICPSR,Hazardous Substance Cleanup Bond Act of 1984,CA869,72.0,1.0, Legislative Referendum , Bond Measures | Environmental Protection ,,,CA869
ICPSR,,,Proposition 27,,,,,ICPSR,Elections. Term Limit Declarations for Congressional Candidates. Initiative Statute.,CA1080,40.40000153,0.0, Initiative , Federal Government | Term Limits ,,,CA1080
ICPSR,,,Proposition 27,,,,,ICPSR,Eliminates State Commission on Redistricting. Consolidates Authority for Redistricting with Elected Representatives. Initiative Constitutional Amendment and Statute.,CA1187,40.5,0.0, Initiative , Redistricting ,,,CA1187
ICPSR,,,Proposition 28,,,,,ICPSR,Regulation of Public Utilities,CA57,52.79999924,1.0, Legislative Referendum , Energy & Electric Utilities ,,,CA57
ICPSR,,,Proposition 28,,,,,ICPSR,Prohibiting Vivisection,CA148,30.5,0.0, Initiative , Animal Rights/Hunting & Fishing | Civil & Constitutional Law | Health ,,,CA148
ICPSR,,,Proposition 28,,,,,ICPSR,Legislative Reapportionment,CA206,54.59999847,1.0, Initiative , Redistricting ,,,CA206
ICPSR,,,Proposition 28,,,,,ICPSR,California Safe Drinking Water Bond Law of 1984,CA871,73.5,1.0, Legislative Referendum , Bond Measures | Environmental Protection | Natural Resources ,,,CA871
ICPSR,,,Proposition 28,,,,,ICPSR,Repeal of Proposition 10 Tobacco Surtax. Initiative Statute.,CA1073,27.79999924,0.0, Initiative , Drug/Alcohol/Tobacco Policy | Health | Human Services | Tax & Revenue ,,,CA1073
ICPSR,,,Proposition 28,,,,,ICPSR,Limits on Legislators' Terms in Office,CA1209,61.0,1.0, Initiative , Legislatures | Term Limits ,,,CA1209
ICPSR,,,Proposition 29,,,,,ICPSR,Incorporation of Municipalities,CA67,57.09999847,1.0, Legislative Referendum , Local Government ,,,CA67
ICPSR,,,Proposition 29,,,,,ICPSR,Land Franchise Taxation,CA144,19.39999962,0.0, Initiative , Tax & Revenue ,,,CA144
ICPSR,,,Proposition 29,,,,,ICPSR,Veterans Bond Act of 1984,CA866,66.30000305,1.0, Legislative Referendum , Bond Measures | Military & Veterans Affairs ,,,CA866
ICPSR,,,Proposition 29,,,,,ICPSR,1998 Indian Gaming Compacts. Referendum Statute.,CA1086,53.09999847,1.0, Popular Referendum , Gambling & Lotteries | State-Tribal Relations ,,,CA1086
ICPSR,,,Proposition 29,,,,,ICPSR,Imposes Additional Tax on Cigarettes for Cancer Research,CA1206,49.79999924,0.0, Initiative , Drug/Alcohol/Tobacco Policy | Health | Tax & Revenue ,,,CA1206
ICPSR,,,Proposition 2G,,,,,ICPSR,Lake Tahoe Acquisitions Bond Act of 1980,CA811,48.79999924,0.0, Legislative Referendum , Bond Measures | Natural Resources ,,,CA811
ICPSR,,,Proposition 2P,,,,,ICPSR,Veterans Bond Act of 1980,CA819,65.5,1.0, Legislative Referendum , Bond Measures | Military & Veterans Affairs ,,,CA819
ICPSR,,,Proposition 3,,,,,ICPSR,Sessions of the Legislature.,CA20,,0.0, Legislative Referendum , Legislatures ,,,CA20
ICPSR,,,Proposition 3,,,,,ICPSR,"Referendum Opposing an Act Creating the Office of Registrar of Voters -- Registrar of Voters, Salary and Duties",CA26,36.40000153,0.0, Popular Referendum , Elections | Local Government ,,,CA26
ICPSR,,,Proposition 3,,,,,ICPSR,Eight Hour Law,CA35,33.5,0.0, Initiative , Criminal Justice | Labor & Employment ,,,CA35
ICPSR,,,Proposition 3,,,,,ICPSR,Term of Superior Judges,CA79,17.0,0.0, Legislative Referendum , Judiciary ,,,CA79
ICPSR,,,Proposition 3,,,,,ICPSR,State Highway Act of 1915,CA96,79.80000305,1.0, Legislative Referendum , Bond Measures | Transportation ,,,CA96
ICPSR,,,Proposition 3,,,,,ICPSR,Usury Law,CA116,52.09999847,1.0, Initiative , Banking & Financial Services ,,,CA116
ICPSR,,,Proposition 3,,,,,ICPSR,Salaries of Justices,CA124,30.10000038,0.0, Initiative , Judiciary ,,,CA124
ICPSR,,,Proposition 3,,,,,ICPSR,Veterans' Welfare Bond Act of 1921,CA170,68.5,1.0, Legislative Referendum , Bond Measures | Military & Veterans Affairs ,,,CA170
ICPSR,,,Proposition 3,,,,,ICPSR,Deposit of Public Moneys,CA188,64.80000305,1.0, Legislative Referendum , Banking & Financial Services | State Government ,,,CA188
ICPSR,,,Proposition 3,,,,,ICPSR,Oleomargarine,CA192,27.70000076,0.0, Popular Referendum , Agriculture | Business & Commerce ,,,CA192
ICPSR,,,Proposition 3,,,,,ICPSR,Taxation,CA232,73.09999847,1.0, Legislative Referendum , Tax & Revenue ,,,CA232
ICPSR,,,Proposition 3,,,,,ICPSR,Compensation of State Executive Officers,CA245,37.20000076,0.0, Legislative Referendum , Labor & Employment | State Government ,,,CA245
ICPSR,,,Proposition 3,,,,,ICPSR,Foreclosure of Mortgages and Trust Deeds,CA268,25.89999962,0.0, Initiative , Banking & Financial Services ,,,CA268
ICPSR,,,Proposition 3,,,,,ICPSR,Horse Racing,CA293,62.90000153,1.0, Legislative Referendum , Animal Rights/Hunting & Fishing | Gambling & Lotteries ,,,CA293
ICPSR,,,Proposition 3,,,,,ICPSR,Selection of Judges,CA308,52.40000153,1.0, Initiative , Elections | Judiciary ,,,CA308
ICPSR,,,Proposition 3,,,,,ICPSR,Rector Dam Project,CA322,42.79999924,0.0, Legislative Referendum , Energy & Electric Utilities | Natural Resources | Tax & Revenue ,,,CA322
ICPSR,,,Proposition 3,,,,,ICPSR,Liquor Control,CA331,34.29999924,0.0, Initiative , Business & Commerce | Drug/Alcohol/Tobacco Policy ,,,CA331
ICPSR,,,Proposition 3,,,,,ICPSR,Motor Vehicle Taxation and Revenue,CA368,66.30000305,1.0, Legislative Referendum , Budgets | Transportation ,,,CA368
ICPSR,,,Proposition 3,,,,,ICPSR,Personal Property Brokers,CA374,71.09999847,1.0, Popular Referendum , Business & Commerce ,,,CA374
ICPSR,,,Proposition 3,,,,,ICPSR,Institutions for Felons,CA385,50.09999847,1.0, Legislative Referendum , Criminal Justice ,,,CA385
ICPSR,,,Proposition 3,,,,,ICPSR,Basic Science Act,CA396,34.0,0.0, Initiative , Health ,,,CA396
ICPSR,,,Proposition 3,,,,,ICPSR,Constitutional Officers. Compensation.,CA416,52.5,1.0, Legislative Referendum , Labor & Employment | State Government ,,,CA416
ICPSR,,,Proposition 3,,,,,ICPSR,Public Schools,CA438,74.40000153,1.0, Initiative , Education: PreK-12 ,,,CA438
ICPSR,,,Proposition 3,,,,,ICPSR,Railroad Brakemen,CA453,80.0,1.0, Initiative , Labor & Employment | Transportation ,,,CA453
ICPSR,,,Proposition 3,,,,,ICPSR,Legislative Sessions and Legislative Pay,CA462,57.09999847,1.0, Legislative Referendum , Legislatures ,,,CA462
ICPSR,,,Proposition 3,,,,,ICPSR,Inferior Court Reorganization,CA481,80.69999695,1.0, Legislative Referendum , Judiciary ,,,CA481
ICPSR,,,Proposition 3,,,,,ICPSR,Taxation: Welfare Exemption of Nonprofit School Property,CA490,50.79999924,1.0, Popular Referendum , Education: PreK-12 | Tax & Revenue ,,,CA490
ICPSR,,,Proposition 3,,,,,ICPSR,Alcoholic Beverage Control,CA515,66.30000305,1.0, Legislative Referendum , Business & Commerce | Drug/Alcohol/Tobacco Policy ,,,CA515
ICPSR,,,Proposition 3,,,,,ICPSR,State Construction Program Bonds,CA543,77.90000153,1.0, Legislative Referendum , Bond Measures | State Government ,,,CA543
ICPSR,,,Proposition 3,,,,,ICPSR,State Construction Program Bonds,CA560,63.70000076,1.0, Legislative Referendum , Bond Measures | State Government ,,,CA560
ICPSR,,,Proposition 3,,,,,ICPSR,Disabled Veterans' Tax Exemption,CA581,80.59999847,1.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA581
ICPSR,,,Proposition 3,,,,,ICPSR,State School Building Aid Bond Law of 1964,CA625,69.40000153,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA625
ICPSR,,,Proposition 3,,,,,ICPSR,Open Space Conservation,CA637,55.5,1.0, Legislative Referendum , Natural Resources ,,,CA637
ICPSR,,,Proposition 3,,,,,ICPSR,"Bonds to Provide State College, University and Urban School Facilities",CA651,44.59999847,0.0, Legislative Referendum , Bond Measures | Education: Higher Ed ,,,CA651
