normalized_filer_name,raw_filer_name,filer_id,quarantine_reason,row_count,total_dollars,min_txn_date,max_txn_date,cover_elect_date,cover_from_date,cover_thru_date,cover_form_types,rcpt_form_types,top_contributors_by_dollars,sample_filing_ids,reviewer_classification,reviewer_target_campaign_id,reviewer_notes
cheryl r. brown for assembly 2018,Cheryl R. Brown for Assembly 2018,1395340,filer_name_no_prop,1,1495.0,2018-01-19,2018-01-19,6/5/2018 12:00:00 AM,1/1/2018 12:00:00 AM,4/21/2018 12:00:00 AM,F460=1,C=1,"Business Images ($1,495)",2238038,[random sample],,
ron galperin for state controller 2022,Ron Galperin for State Controller 2022,1427661,filer_name_no_prop,1,1200.0,2022-03-06,2022-03-06,6/7/2022 12:00:00 AM,1/1/2022 12:00:00 AM,4/23/2022 12:00:00 AM,F460=1,C=1,"Frost, James Michael ($1,200)",2673991,[random sample],,
suzanne jones for assembly 2016,Suzanne Jones for Assembly 2016,1378228,filer_name_no_prop,5,2199.59,2015-07-25,2016-03-11,6/7/2016 12:00:00 AM,1/1/2016 12:00:00 AM,4/23/2016 12:00:00 AM,F460=5,C=5,"California Trailblazers ($2,200)","2033770, 2029119, 2029119, 2013006, 2013006",[random sample],,
hernandez for assembly 2024,Hernandez for Assembly 2024,1459175,filer_name_no_prop,2,3286.0,2023-12-30,2024-02-26,,7/1/2023 12:00:00 AM,12/31/2023 12:00:00 AM,F460=2,C=2,"Roman, Keren ($2,650); WFP National PAC ($636)","2871568, 2932790",[random sample],,
unite here local 11 pac,UNITE HERE Local 11 PAC,981585,filer_name_no_prop,2,5478.0,2014-09-25,2019-02-05,11/4/2014 12:00:00 AM,7/1/2014 12:00:00 AM,9/30/2014 12:00:00 AM,F460=2,C=2,"Centennial Real Estate Management, LLC ($4,200); Los Angeles County Federation of Labor Council on Political Education ($1,278)","1893520, 2398881",[random sample],,
social compassion in legislation pac (aka compassion pac),Social Compassion in Legislation PAC (aka Compassion PAC),1425855,filer_name_no_prop,3,2978.04,2020-06-17,2020-09-29,11/3/2020 12:00:00 AM,9/20/2020 12:00:00 AM,10/17/2020 12:00:00 AM,F460=3,C=3,"Social Compassion in Legislation ($2,978)","2521148, 2505410, 2505410",[random sample],,
california beer & beverage distributors independent expenditure committee,California Beer & Beverage Distributors Independent Expenditure Committee,971454,filer_name_no_prop,10,1858.66,2001-01-03,2017-12-12,,1/1/2001 12:00:00 AM,6/30/2001 12:00:00 AM,F460=10,C=10,"California Beer & Beverage Distributors ($1,859)","779916, 779916, 779916, 803756, 848000",[random sample],,
rex hime for senate 2019,Rex Hime for Senate 2019,1415271,filer_name_no_prop,6,4711.41,2019-02-05,2019-03-14,3/26/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/9/2019 12:00:00 AM,F460=6,C=6,"Bicker, Gwyn ($3,216); Margetich, Greg ($550); Wiele, Douglas ($550); Sandin, Gregory ($295); California Manufacturers & Technology Association PAC  (CMTA PAC) ($100)","2359021, 2359021, 2390791, 2390791, 2367188",[random sample],,
brian dahle for assembly 2012,Brian Dahle for Assembly 2012,1344008,filer_name_no_prop,22,9828.43,2012-04-01,2012-09-30,,3/18/2012 12:00:00 AM,5/19/2012 12:00:00 AM,F460=22,C=22,"Sheppard, Pamela ($2,131); Sheppard, James ($2,131); Thomas, Jill ($1,800); Toney, Ray ($1,309); Wilson, Jim ($495)","1663178, 1663178, 1663178, 1663178, 1663178",[random sample],,
melissa melendez for assembly 2012,Melissa Melendez for Assembly 2012,1340672,filer_name_no_prop,3,6396.48,2011-12-10,2014-08-20,6/5/2012 12:00:00 AM,1/1/2011 12:00:00 AM,12/31/2011 12:00:00 AM,F460=3,C=3,"Strategic Media Solutions ($3,500); Venture Strategic, Inc. ($2,500); California Trailblazers ($396)","1637058, 1737917, 1892745",[random sample],,
aroner for assembly 2000,Aroner for Assembly 2000,991763,filer_name_no_prop,2,1204.2,2001-06-30,2001-12-31,11/7/2000 12:00:00 AM,1/1/2001 12:00:00 AM,6/30/2001 12:00:00 AM,F460=2,C=2,"Eat/Work Development ($1,204)","773048, 814679",[random sample],,
senate democratic leadership fund,Senate Democratic Leadership Fund,950438,filer_name_no_prop,1,213.0,2000-02-02,2000-02-02,3/7/2000 12:00:00 AM,1/23/2000 12:00:00 AM,2/19/2000 12:00:00 AM,F460=1,C=1,International Union of Operating Engineers Local 12 ($213),591353,[random sample],,
"denney to the state assembly 76 district, vote ralph 2008; committee to elect ralph","DENNEY TO THE STATE ASSEMBLY 76 DISTRICT, VOTE RALPH 2008; COMMITTEE TO ELECT RALPH",1303401,filer_name_no_prop,4,315.0,2008-03-18,2008-10-31,6/3/2008 12:00:00 AM,3/18/2008 12:00:00 AM,5/17/2008 12:00:00 AM,F460=4,C=4,"BRADLEY ALLEN AUTO BODY & PAINT, INC. ($120); BRADLEY ALLEN AUTO BODY & PAINT, INC ($90); BRADLEY ALLEN AUTO BODY AND PAINT ($75); BRADLEY ALLEN AUTO BODY AND PAINT, INC ($30)","1335011, 1347405, 1372259, 1423473",[random sample],,
friends of la raza roundtable pac,Friends of La Raza Roundtable PAC,1399946,filer_name_no_prop,5,424.8,2018-02-10,2021-02-24,,1/1/2018 12:00:00 AM,6/30/2018 12:00:00 AM,F460=5,C=5,"Colunga, Raul ($225); Amador-Le Beau, Rose ($200)","2266663, 2266663, 2544168, 2590788, 2590788",[random sample],,
dr. joaquin arambula for assembly 2024,Dr. Joaquin Arambula for Assembly 2024,1456509,filer_name_no_prop,2,650.0,2024-05-10,2024-10-23,,2/18/2024 12:00:00 AM,6/30/2024 12:00:00 AM,F460=2,C=2,ProChoice Your Voter Guide ($500); California Democratic Party ($150),"2936054, 3011596",[random sample],,
carole migden leadership,Carole Migden Leadership,1231896,filer_name_no_prop,3,513.93,2001-03-30,2001-06-30,11/5/2002 12:00:00 AM,1/1/2001 12:00:00 AM,6/30/2001 12:00:00 AM,F460=3,C=3,Guinness UDV ($336); Agricultural Energy Consumers Association ($128); Walt Disney Company ($50),"773390, 773390, 773390",[random sample],,
wescom credit union state pac,Wescom Credit Union State PAC,1273830,filer_name_no_prop,5,322.2,2005-12-15,2021-04-30,,7/1/2005 12:00:00 AM,12/31/2005 12:00:00 AM,F460=5,C=5,"Orman, Tom ($180); Wescom Credit Union (Admin) ($142)","1141845, 1141845, 1141845, 1141845, 2594323",[random sample],,
friends of darrell steinberg,Friends of Darrell Steinberg,1237420,filer_name_no_prop,3,765.33,2002-03-19,2002-10-24,11/5/2002 12:00:00 AM,2/17/2002 12:00:00 AM,6/30/2002 12:00:00 AM,F460=3,C=3,"Safe Credit Union ($350); Buck, John A. ($269); Personal Insurance Federation of CA PAC ($146)","856072, 856072, 912410",[random sample],,
ron calderon legal defense fund committee,Ron Calderon Legal Defense Fund Committee,1287408,filer_name_no_prop,2,788.2,2006-08-10,2006-12-06,6/6/2006 12:00:00 AM,7/1/2006 12:00:00 AM,9/30/2006 12:00:00 AM,F460=2,C=2,Charles Calderon for Assembly 2006 ($500); Heath Smart ($288),"1204850, 1237688",[random sample],,
tanner for assembly 2022; kelly,TANNER FOR ASSEMBLY 2022; KELLY,1436047,filer_name_no_prop,2,270.0,2021-04-28,2022-05-04,6/7/2022 12:00:00 AM,1/1/2021 12:00:00 AM,6/30/2021 12:00:00 AM,F460=2,C=2,"Jones, Shawnel ($270)","2601086, 2687727",[random sample],,
bill morrow for senate,Bill Morrow for Senate,962822,filer_name_no_prop,1,779.92,2000-07-03,2000-07-03,11/7/2000 12:00:00 AM,7/1/2000 12:00:00 AM,10/21/2000 12:00:00 AM,F460=1,C=1,California Restaurant Association ($780),677885,[random sample],,
"california biomedical industry political action committee, sponsored by california healthcare institute","California Biomedical Industry Political Action Committee, sponsored by California Healthcare Institute",1272633,filer_name_no_prop,1,294.93,2006-08-11,2006-08-11,,7/1/2006 12:00:00 AM,9/30/2006 12:00:00 AM,F460=1,C=1,Leland Yee for Senate ($295),1204525,[random sample],,
san bernardino public employee's association political action committee,SAN BERNARDINO PUBLIC EMPLOYEE'S ASSOCIATION POLITICAL ACTION COMMITTEE,822188,filer_name_no_prop,1,305.0,2008-11-17,2008-11-17,,10/19/2008 12:00:00 AM,12/31/2008 12:00:00 AM,F460=1,C=1,"Rogers, Anderson, Malody & Scott LLP ($305)",1394013,[random sample],,
martin ludlow for assembly,Martin Ludlow for Assembly,1230361,filer_name_no_prop,1,450.0,2001-09-01,2001-09-01,3/5/2002 12:00:00 AM,7/1/2001 12:00:00 AM,9/30/2001 12:00:00 AM,F460=1,C=1,Smith Kaufman LLP ($450),786215,[random sample],,
democratic business pac,Democratic Business PAC,980542,filer_name_no_prop,1,899.31,2000-10-01,2000-10-01,11/7/2000 12:00:00 AM,10/1/2000 12:00:00 AM,10/21/2000 12:00:00 AM,F460=1,C=1,CA Healthcare Association PAC ($899),677575,[random sample],,
adelante latino democrats united,Adelante Latino Democrats United,1371712,filer_name_no_prop,3,175.0,2017-02-25,2017-02-25,,1/1/2017 12:00:00 AM,6/30/2017 12:00:00 AM,F460=3,C=3,THE DEMOCRATIC CLUB SLATE MAILER ($175),"2165879, 2165879, 2165879",[random sample],,
family business association of california issues political action committee,Family Business Association of California Issues Political Action Committee,1424664,filer_name_no_prop,1,66.3,2024-02-01,2024-02-01,,1/1/2024 12:00:00 AM,6/30/2024 12:00:00 AM,F460=1,C=1,Family Business Association of California ($66),2928717,[random sample],,
